respondent_id,company_size,tech_company,benefits,mh_options_known,boss_mh_discuss,resources,anonymity_protected,leave_easy,bad_conseq_mh_boss,bad_conseq_ph_boss,mh_comfort_coworkers,mh_comfort_supervisor,mh_ph_boss_serious,observed_mhdcoworker_bad_conseq,prev_boss,prev_benefits,prev_mh_options_known,prev_boss_mh_discuss,prev_resources,prev_anonymity_protected,bad_conseq_mh_prev_boss,bad_conseq_ph_prev_boss,mh_comfort_prev_coworkers,mh_comfort_prev_supervisor,mh_ph_prev_boss_serious,prev_observed_bad_conseq_mh,ph_interview,mh_interview,friends_family_mhd_comfort,ever_observed_mhd_bad_response,mhdcoworker_you_not_reveal,mh_family_history,remote_work
1033,More than 1000,1,Yes,I am not sure,I don't know,Yes,Yes,Neither easy nor difficult,Yes,Yes,No,No,I don't know,0,1,I don't know,N/A (not currently aware),I don't know,Some did,I don't know,Some of them,Some of them,"No, at none of my previous employers","No, at none of my previous employers",I don't know,None of them,Maybe,No,Not applicable to me (I do not have a mental illness),Maybe/Not sure,Maybe,No,Sometimes
1034,1-5,1,I don't know,I am not sure,I don't know,No,I don't know,Somewhat easy,Maybe,No,Yes,Yes,Yes,0,1,Some did,I was aware of some,I don't know,Some did,Sometimes,Some of them,None of them,"No, at none of my previous employers","No, at none of my previous employers",I don't know,Some of them,Yes,Maybe,Neutral,No response,No response,I don't know,Always
1035,26-100,1,Yes,Yes,Yes,Yes,Yes,I don't know,No,No,Maybe,Yes,I don't know,0,1,Some did,I was aware of some,Some did,Some did,"Yes, always",Some of them,None of them,"No, at none of my previous employers","No, at none of my previous employers",None did,None of them,Yes,No,Somewhat open,No,Not applicable,Yes,Never
1036,More than 1000,0,I don't know,I am not sure,I don't know,I don't know,I don't know,I don't know,Maybe,No,No,Maybe,I don't know,0,1,I don't know,N/A (not currently aware),None did,Some did,I don't know,I don't know,Some of them,Some of my previous employers,Some of my previous employers,Some did,None of them,Yes,Maybe,Not applicable to me (I do not have a mental illness),No,Not applicable,No,Sometimes
1037,100-500,0,No,Not applicable,No,No,I don't know,Neither easy nor difficult,Maybe,Maybe,No,No,I don't know,0,1,I don't know,I was aware of some,None did,None did,I don't know,None of them,Some of them,Some of my previous employers,Some of my previous employers,None did,None of them,Yes,Maybe,Somewhat not open,"Yes, I observed",Maybe,No,Sometimes
1038,More than 1000,1,Yes,Yes,No,I don't know,Yes,Somewhat difficult,Yes,Maybe,No,No,I don't know,0,0,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Maybe,No,Not open at all,Maybe/Not sure,Maybe,Yes,Never
1039,26-100,1,I don't know,No,I don't know,I don't know,I don't know,Neither easy nor difficult,Maybe,No,Maybe,Maybe,I don't know,0,1,I don't know,N/A (not currently aware),I don't know,None did,I don't know,Some of them,None of them,Some of my previous employers,I don't know,Some did,None of them,Maybe,No,Very open,No,Not applicable,I don't know,Sometimes
1040,26-100,1,Yes,Yes,No,Yes,Yes,Very difficult,Yes,Maybe,Maybe,Maybe,No,0,1,Some did,I was aware of some,Some did,Some did,I don't know,I don't know,None of them,Some of my previous employers,Some of my previous employers,Some did,None of them,Yes,No,Somewhat open,"Yes, I experienced",No,Yes,Sometimes
1041,100-500,1,Yes,I am not sure,Yes,No,Yes,Somewhat easy,No,No,Yes,Yes,No,0,1,"No, none did",N/A (not currently aware),None did,None did,I don't know,None of them,None of them,Some of my previous employers,Some of my previous employers,Some did,None of them,No,No,Neutral,No,Not applicable,Yes,Never
1042,100-500,0,Yes,Yes,Yes,Yes,I don't know,Somewhat easy,Maybe,Maybe,Yes,Yes,Yes,0,1,"No, none did","No, I only became aware later",None did,None did,I don't know,Some of them,Some of them,"No, at none of my previous employers","No, at none of my previous employers",None did,Some of them,No,No,Somewhat open,"Yes, I experienced",Yes,No,Sometimes
1043,26-100,1,Not eligible for coverage / N/A,Not applicable,No,No,I don't know,Somewhat easy,Maybe,No,Yes,Yes,Yes,0,0,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Yes,Maybe,Not applicable to me (I do not have a mental illness),No response,No response,No,Never
1044,More than 1000,1,No,Not applicable,No,No,I don't know,Somewhat easy,Yes,Maybe,No,No,I don't know,0,1,"No, none did",N/A (not currently aware),None did,None did,I don't know,I don't know,Some of them,"No, at none of my previous employers","No, at none of my previous employers",I don't know,None of them,No,No,Not open at all,Maybe/Not sure,No response,No,Never
1045,26-100,0,No,Not applicable,No,No,I don't know,Very difficult,Yes,Maybe,Yes,Maybe,No,1,0,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Maybe,No,Somewhat open,"Yes, I observed",No,Yes,Never
1046,1-5,1,I don't know,No,No,I don't know,I don't know,Somewhat difficult,No,No,Maybe,Yes,I don't know,0,1,I don't know,N/A (not currently aware),None did,None did,I don't know,Some of them,Some of them,"No, at none of my previous employers","No, at none of my previous employers",I don't know,None of them,Maybe,No,Very open,No,Not applicable,Yes,Sometimes
1047,100-500,1,Yes,Yes,No,I don't know,I don't know,Very difficult,Yes,No,No,No,I don't know,0,1,Some did,"No, I only became aware later",Some did,Some did,I don't know,"Yes, all of them",Some of them,Some of my previous employers,"No, at none of my previous employers",None did,Some of them,Maybe,No,Somewhat open,"Yes, I observed",Yes,Yes,Always
1048,More than 1000,0,No,Not applicable,No,Yes,Yes,Very easy,No,No,Yes,Yes,No,0,1,"No, none did",N/A (not currently aware),None did,None did,I don't know,Some of them,None of them,Some of my previous employers,Some of my previous employers,Some did,None of them,Yes,Maybe,Somewhat open,"Yes, I experienced",No,Yes,Sometimes
1049,1-5,1,No,Not applicable,No,No,No,Somewhat difficult,Maybe,Maybe,No,No,I don't know,0,0,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Maybe,No,Not open at all,No,Not applicable,I don't know,Never
1050,6-25,1,Not eligible for coverage / N/A,Not applicable,No,No,I don't know,Somewhat easy,No,No,Maybe,Maybe,I don't know,0,1,I don't know,N/A (not currently aware),None did,None did,I don't know,I don't know,None of them,Some of my previous employers,I don't know,I don't know,None of them,Maybe,Maybe,Not applicable to me (I do not have a mental illness),No,Not applicable,I don't know,Sometimes
1051,More than 1000,0,I don't know,No,No,No,I don't know,Very easy,No,No,Maybe,Maybe,I don't know,0,1,Some did,"Yes, I was aware of all of them",Some did,Some did,No,Some of them,Some of them,Some of my previous employers,Some of my previous employers,Some did,Some of them,Maybe,Maybe,Neutral,No,Not applicable,No,Never
1052,6-25,1,Not eligible for coverage / N/A,Not applicable,No,No,I don't know,Neither easy nor difficult,Yes,Maybe,Maybe,No,No,1,0,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No,No,Neutral,"Yes, I observed",Maybe,Yes,Sometimes
1053,26-100,1,No,Not applicable,No,No,I don't know,Somewhat difficult,Maybe,Maybe,Maybe,Maybe,I don't know,0,1,Some did,I was aware of some,None did,None did,Sometimes,Some of them,Some of them,Some of my previous employers,Some of my previous employers,Some did,Some of them,Maybe,Maybe,Somewhat open,Maybe/Not sure,No response,I don't know,Never
1054,6-25,1,No,Not applicable,No,No,No,Somewhat difficult,Yes,Maybe,No,No,No,0,1,"No, none did",N/A (not currently aware),None did,None did,No,"Yes, all of them",Some of them,"No, at none of my previous employers",Some of my previous employers,None did,None of them,No,No,Not open at all,Maybe/Not sure,Yes,No,Never
1055,More than 1000,0,Yes,Yes,Yes,Yes,I don't know,I don't know,No,No,Maybe,Yes,Yes,1,1,Some did,"Yes, I was aware of all of them",Some did,Some did,"Yes, always",Some of them,None of them,Some of my previous employers,Some of my previous employers,Some did,Some of them,Maybe,No,Somewhat open,"Yes, I observed",Yes,No,Never
1056,6-25,1,No,Not applicable,I don't know,I don't know,No,Very difficult,Yes,No,Maybe,No,No,0,1,Some did,I was aware of some,Some did,Some did,Sometimes,Some of them,None of them,Some of my previous employers,Some of my previous employers,Some did,None of them,Maybe,Maybe,Very open,"Yes, I observed",Maybe,I don't know,Sometimes
1057,26-100,0,No,Not applicable,No,No,I don't know,Somewhat difficult,Maybe,No,Maybe,No,I don't know,0,1,Some did,I was aware of some,Some did,Some did,"Yes, always",Some of them,None of them,Some of my previous employers,"No, at none of my previous employers",None did,Some of them,Maybe,No,Somewhat not open,"Yes, I experienced",Maybe,Yes,Never
1058,6-25,0,No,Not applicable,No,No,I don't know,Neither easy nor difficult,Yes,No,No,Yes,I don't know,0,1,"No, none did",N/A (not currently aware),None did,None did,I don't know,I don't know,Some of them,Some of my previous employers,"No, at none of my previous employers",None did,None of them,Yes,No,Somewhat open,No,Not applicable,Yes,Sometimes
1059,More than 1000,0,I don't know,No,Yes,Yes,Yes,Somewhat easy,No,No,Maybe,Yes,Yes,1,0,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Maybe,Yes,Somewhat open,No response,No response,No,Sometimes
1060,More than 1000,1,I don't know,Yes,No,Yes,Yes,Very easy,No,No,No,Yes,I don't know,0,1,I don't know,N/A (not currently aware),None did,Some did,"Yes, always",None of them,Some of them,"Yes, at all of my previous employers","Yes, at all of my previous employers","Yes, they all did",None of them,Maybe,Maybe,Somewhat not open,No,Not applicable,No,Sometimes
1061,1-5,0,No,Not applicable,No,No,No,Very easy,No,No,Yes,Yes,Yes,0,1,"No, none did",N/A (not currently aware),None did,None did,No,I don't know,None of them,"Yes, at all of my previous employers","Yes, at all of my previous employers",I don't know,None of them,Maybe,Maybe,Somewhat open,No,Not applicable,No,Never
1062,6-25,0,I don't know,I am not sure,No,No,I don't know,I don't know,Maybe,No,No,Maybe,No,0,1,I don't know,N/A (not currently aware),None did,None did,I don't know,Some of them,Some of them,"No, at none of my previous employers","No, at none of my previous employers",Some did,None of them,Yes,No,Neutral,No,Not applicable,Yes,Never
1063,26-100,1,No,Not applicable,No,No,No,Somewhat easy,Maybe,Maybe,No,No,No,0,1,Some did,I was aware of some,None did,Some did,Sometimes,Some of them,Some of them,Some of my previous employers,Some of my previous employers,None did,None of them,Maybe,Maybe,Somewhat open,Maybe/Not sure,No,Yes,Sometimes
1064,6-25,1,I don't know,No,No,I don't know,I don't know,Somewhat difficult,Maybe,No,Yes,Maybe,I don't know,0,1,Some did,I was aware of some,Some did,Some did,I don't know,Some of them,Some of them,"Yes, at all of my previous employers",Some of my previous employers,Some did,Some of them,Maybe,Maybe,Somewhat open,Maybe/Not sure,No,No,Always
1065,26-100,1,Yes,Yes,No,I don't know,I don't know,Very easy,Maybe,No,No,Yes,I don't know,0,1,"No, none did","Yes, I was aware of all of them",None did,None did,I don't know,Some of them,None of them,"No, at none of my previous employers",Some of my previous employers,None did,None of them,Yes,Yes,Somewhat not open,No,Not applicable,No,Sometimes
1066,More than 1000,1,No,Not applicable,Yes,Yes,I don't know,Somewhat difficult,Yes,Yes,No,Maybe,No,0,1,"No, none did","No, I only became aware later",Some did,None did,No,"Yes, all of them","Yes, all of them","No, at none of my previous employers",Some of my previous employers,None did,Some of them,No,No,Somewhat not open,"Yes, I experienced",Yes,I don't know,Sometimes
1067,100-500,1,No,Not applicable,No,No,No,Somewhat difficult,Maybe,Maybe,Maybe,Maybe,I don't know,0,1,"No, none did",N/A (not currently aware),None did,None did,No,I don't know,None of them,Some of my previous employers,"Yes, at all of my previous employers",None did,Some of them,No,No,Somewhat open,No,Not applicable,I don't know,Sometimes
1068,6-25,0,No,Not applicable,No,No,Yes,Neither easy nor difficult,No,No,Maybe,Maybe,I don't know,0,1,"No, none did",N/A (not currently aware),None did,None did,I don't know,I don't know,Some of them,Some of my previous employers,Some of my previous employers,I don't know,None of them,Maybe,No,Somewhat not open,No,Not applicable,No,Never
1069,26-100,1,Yes,Yes,Yes,Yes,I don't know,Very easy,No,No,Yes,Yes,Yes,0,1,I don't know,N/A (not currently aware),None did,None did,I don't know,I don't know,None of them,"Yes, at all of my previous employers","Yes, at all of my previous employers",Some did,None of them,Yes,Yes,Very open,No,Not applicable,No,Always
1070,100-500,1,Yes,Yes,No,Yes,Yes,Somewhat easy,No,No,Yes,Yes,I don't know,0,1,Some did,I was aware of some,Some did,Some did,Sometimes,Some of them,Some of them,"No, at none of my previous employers","No, at none of my previous employers",None did,Some of them,Yes,Maybe,Somewhat open,Maybe/Not sure,No,I don't know,Sometimes
1071,More than 1000,1,I don't know,No,No,I don't know,I don't know,Somewhat easy,Maybe,Maybe,Maybe,Maybe,I don't know,0,0,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Yes,Maybe,Somewhat not open,No,Not applicable,I don't know,Sometimes
1072,100-500,1,Not eligible for coverage / N/A,Not applicable,No,No,I don't know,Somewhat difficult,Maybe,No,Maybe,No,No,0,1,"No, none did",N/A (not currently aware),None did,None did,I don't know,Some of them,Some of them,"No, at none of my previous employers","No, at none of my previous employers",I don't know,None of them,Maybe,No,Somewhat not open,"Yes, I experienced",No response,Yes,Sometimes
1073,26-100,1,Yes,Yes,No,I don't know,I don't know,Neither easy nor difficult,Maybe,No,Maybe,Maybe,I don't know,0,1,Some did,I was aware of some,None did,None did,No,Some of them,Some of them,Some of my previous employers,Some of my previous employers,None did,None of them,Yes,Maybe,Somewhat open,No,Not applicable,I don't know,Always
1074,26-100,1,I don't know,I am not sure,No,Yes,Yes,Somewhat difficult,Maybe,Maybe,Maybe,Maybe,No,0,1,"No, none did",I was aware of some,None did,None did,I don't know,I don't know,Some of them,Some of my previous employers,I don't know,I don't know,None of them,No,No,Somewhat open,"Yes, I experienced",No,No,Never
1075,100-500,1,I don't know,No,No,No,I don't know,Somewhat easy,Maybe,No,No,No,No,0,0,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Maybe,No,Somewhat open,No,Not applicable,Yes,Sometimes
1076,More than 1000,0,Yes,Yes,No,Yes,I don't know,Somewhat easy,Maybe,No,Maybe,Maybe,Yes,0,1,"Yes, they all did","Yes, I was aware of all of them",Some did,Some did,Sometimes,Some of them,Some of them,Some of my previous employers,Some of my previous employers,Some did,Some of them,No,No,Somewhat open,"Yes, I experienced",Yes,Yes,Sometimes
1077,More than 1000,0,Yes,I am not sure,I don't know,Yes,Yes,Somewhat difficult,Maybe,No,Maybe,Maybe,I don't know,0,1,"No, none did","Yes, I was aware of all of them",None did,None did,I don't know,"Yes, all of them",Some of them,Some of my previous employers,"No, at none of my previous employers",None did,None of them,No,No,Somewhat not open,No,Not applicable,No,Sometimes
